,N Control(raw),Mean Control(raw),N Case(raw),Mean Case(raw),cohen's d(raw),Fold change(raw),p-value(raw),fdr(raw),N Control(PSM),Mean Control(PSM),N Case(PSM),Mean Case(PSM),cohen's d(PSM),Fold change(PSM),p-value(PSM),fdr(PSM)
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type",16,3.5344639250000006e-05,16,2.561783375e-06,0.9476256694910389,0.07248011096902056,0.0005570653481881362,0.012560993484553088,21,6.078516857142856e-06,21,1.3749585238095235e-06,0.9663000227681594,0.22619967273658406,0.001644578894150194,0.020993329941562718
PWY-5109: 2-methylbutanoate biosynthesis,16,6.360643749999999e-08,16,3.66158125e-08,0.16764472952971488,0.5756620546465915,0.6281674133333914,0.6852735418182452,21,2.078979047619047e-07,21,0.0,1.082663923921533,0.0,0.002018589417457954,0.020993329941562718
PWY-5129: sphingolipid biosynthesis (plants),16,9.7593125e-09,16,0.0,0.3535533905932738,0.0,0.34850142376108484,0.4408072062707776,21,5.948533333333332e-08,21,0.0,1.0826639239215334,0.0,0.002018589417457954,0.020993329941562718
"PWY-6554: 1D-myo-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)",16,1.077275e-08,16,4.42771125e-08,0.48298337045727274,4.1101030377573045,0.16116359366701571,0.32269346828802775,21,6.566247619047619e-08,21,0.0,1.0826639239215334,0.0,0.002018589417457954,0.020993329941562718
"PWY66-3: cholesterol biosynthesis II (via 24,25-dihydrolanosterol)",16,1.23334375e-08,16,0.0,0.3535533905932739,0.0,0.34850142376108484,0.4408072062707776,21,7.517523809523812e-08,21,0.0,1.0826639239215339,0.0,0.002018589417457954,0.020993329941562718
PWY-6555: superpathway of 1D-myo-inositol hexakisphosphate biosynthesis (plants),16,1.37855e-08,16,5.370389375e-08,0.4662224555690461,3.895679790359436,0.16116359366701571,0.32269346828802775,21,8.402590476190476e-08,21,0.0,1.0826639239215332,0.0,0.002018589417457954,0.020993329941562718
PWY-7279: aerobic respiration II (cytochrome c) (yeast),16,4.2380964375e-05,16,7.763006875000001e-06,0.996859108405844,0.18317202049274986,0.00036859779108014564,0.009583542568083785,21,1.0068510476190475e-05,21,6.166307619047619e-06,0.6818742254561354,0.6124349409606717,0.0017269759185093595,0.020993329941562718
TYRFUMCAT-PWY: L-tyrosine degradation I,16,1.43115e-08,16,1.98915e-08,0.0805074414375553,1.3898962372916885,1.0,1.0,21,8.7232e-08,21,0.0,1.0826639239215334,0.0,0.002018589417457954,0.020993329941562718
LEU-DEG2-PWY: L-leucine degradation I,16,7.5601875e-09,16,2.355795625e-08,0.28942912172906665,3.11605449600291,0.5762867983413401,0.645220625894132,21,4.6081142857142854e-08,21,0.0,1.0826639239215337,0.0,0.002018589417457954,0.020993329941562718
PWY-7053: docosahexaenoate biosynthesis I (lower eukaryotes),16,2.0461375e-09,16,2.8514625e-09,0.08112684777656307,1.3935830314433901,1.0,1.0,21,1.2471695238095239e-08,21,0.0,1.0826639239215332,0.0,0.002018589417457954,0.020993329941562718
PWY66-5: superpathway of cholesterol biosynthesis,16,1.33193125e-08,16,0.0,0.35355339059327384,0.0,0.34850142376108484,0.4408072062707776,21,8.118438095238095e-08,21,0.0,1.0826639239215332,0.0,0.002018589417457954,0.020993329941562718
PWY-7315: dTDP-N-acetylthomosamine biosynthesis,16,1.8458625e-08,16,1.60743125e-08,0.03444030130732192,0.8708293548408942,1.0,1.0,21,1.1250971428571429e-07,21,0.0,1.0826639239215337,0.0,0.002018589417457954,0.020993329941562718
PWY-7606: docosahexaenoate biosynthesis III (mammals),16,3.09066875e-09,16,3.41103125e-09,0.024606972317880824,1.1036547510955355,1.0,1.0,21,1.8838361904761904e-08,21,0.0,1.0826639239215334,0.0,0.002018589417457954,0.020993329941562718
PWY-7036: very long chain fatty acid biosynthesis II,16,2.81938125e-09,16,3.86298125e-09,0.07715097568264948,1.3701521388779898,1.0,1.0,21,1.71848e-08,21,0.0,1.0826639239215337,0.0,0.002018589417457954,0.020993329941562718
PWY66-301: catecholamine biosynthesis,16,3.28285e-09,16,1.181075e-08,0.24595725269501595,3.5977123535951994,1.0,1.0,21,2.000975238095238e-08,21,0.0,1.0826639239215337,0.0,0.002018589417457954,0.020993329941562718
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I,16,3.7408811875e-05,16,2.9861891874999995e-06,1.0200846211975032,0.07982582278951353,0.0002042347455630017,0.00860660439724264,21,5.85121238095238e-06,21,2.232935714285714e-06,1.0481335197879977,0.381619324151462,0.0017044520114156212,0.020993329941562718
PWY-7049: icosapentaenoate biosynthesis II (metazoa),16,5.0582375e-09,16,7.3749375e-09,0.09158965125790894,1.4580053823095493,1.0,1.0,21,3.0831161904761904e-08,21,0.0,1.0826639239215332,0.0,0.002018589417457954,0.020993329941562718
PWY-7546: diphthamide biosynthesis (eukaryotes),16,4.74203125e-09,16,7.4325625e-09,0.10789445965707829,1.5673794853207683,1.0,1.0,21,2.8903809523809526e-08,21,0.0,1.0826639239215332,0.0,0.002018589417457954,0.020993329941562718
PWY0-1061: superpathway of L-alanine biosynthesis,16,4.9999063937499995e-05,16,3.2400524375e-06,0.9710435875753671,0.06480226192934616,0.00023503154358114916,0.00860660439724264,21,7.163698761904762e-06,21,1.6692971428571432e-06,1.0338421945975012,0.2330216831190836,0.001644578894150194,0.020993329941562718
PWY66-341: cholesterol biosynthesis I,16,1.23334375e-08,16,0.0,0.3535533905932739,0.0,0.34850142376108484,0.4408072062707776,21,7.517523809523812e-08,21,0.0,1.0826639239215339,0.0,0.002018589417457954,0.020993329941562718
PWY-6630: superpathway of L-tyrosine biosynthesis,16,1.5169241875000002e-06,16,8.344927500000002e-06,0.6505190245855567,5.50121592678474,0.026136012147451194,0.12984878496550314,21,1.2316807619047618e-06,21,7.449850952380954e-06,0.7522319915251505,6.04852424654255,0.0016151038201437816,0.020993329941562718
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation,16,1.436675e-08,16,0.0,0.35355339059327384,0.0,0.34850142376108484,0.4408072062707776,21,8.756876190476191e-08,21,0.0,1.0826639239215337,0.0,0.002018589417457954,0.020993329941562718
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),16,6.022007249999999e-06,16,7.723645624999999e-07,1.1407101458328386,0.12825699645247024,5.229415178525445e-05,0.00860660439724264,21,1.8767460952380957e-06,21,6.578029523809523e-07,1.079056850248427,0.35050183615674413,0.001007551907727887,0.020993329941562718
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I,16,3.7209002500000006e-05,16,2.7701437500000005e-06,1.2885202419639776,0.07444821317099269,0.0003164739465632109,0.009256862936973918,21,1.2409611428571426e-05,21,1.9706261904761907e-06,1.038771451199201,0.15879837993469276,0.0022754625101652423,0.022657796909730497
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II",16,3.838084875e-06,16,4.696701249999999e-07,0.9437824852993385,0.12237095851091619,0.038027367408503064,0.14708105741470606,21,3.603153857142858e-06,21,3.8658919047619043e-07,0.8710269031942106,0.10729189088326598,0.002269300500381996,0.022657796909730497
PWY-7456: mannan degradation,16,6.7795370625e-06,16,1.8999218749999998e-06,0.6039592971653521,0.2802436003350634,0.01064015820703649,0.08692938703194637,21,8.06823780952381e-06,21,1.5835138095238094e-06,0.6755747418760192,0.19626513830004086,0.0024187912074669633,0.023583214272802893
PWY-5083: NAD/NADH phosphorylation and dephosphorylation,16,1.3267147625000002e-05,16,1.1850027500000001e-06,0.9498109374583144,0.08931857724768477,0.0018421948565856148,0.03375153231331144,21,3.200566761904762e-06,21,7.969299523809522e-07,0.9511745391565672,0.24899650957653297,0.003186741636695197,0.030436634407619432
NAGLIPASYN-PWY: lipid IVA biosynthesis,16,5.510846250000002e-05,16,4.395823875e-06,1.0872443818441988,0.07976676676472326,0.0001511785320791424,0.00860660439724264,21,1.1933543333333331e-05,21,3.444016285714286e-06,1.0134245677700227,0.28859963797125526,0.0032775844689165914,0.030678190629059295
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis,16,7.179283125e-07,16,2.53131375e-07,0.3643675297126248,0.352585864901379,0.30214455746294333,0.43242707306623085,21,1.165378761904762e-06,21,4.81720619047619e-07,0.4371282291904677,0.4133597031237013,0.0033846501224191693,0.031059142299846496
PWY-6352: 3-phosphoinositide biosynthesis,16,1.69929375e-08,16,4.812375000000001e-08,0.426634868533358,2.8319853468536564,0.33285794590761075,0.4408072062707776,21,5.615142857142857e-08,21,1.1966571428571427e-08,0.7502069643895293,0.2131125019081056,0.00359365532638727,0.03234289793748543
PWY-6803: phosphatidylcholine acyl editing,16,3.1593510375e-05,16,2.2816208750000003e-06,0.9911091489047584,0.07221802350920305,0.00015202609565746227,0.00860660439724264,21,4.923087190476191e-06,21,1.5712533333333334e-06,0.9681208946574085,0.3191601677039062,0.003965959134499656,0.03502016745180828
NONMEVIPP-PWY: methylerythritol phosphate pathway I,16,7.9017509375e-06,16,1.0266704375e-05,0.12422029376829404,1.29929485960845,0.12193825612934828,0.2880687896743667,21,9.831580952380953e-07,21,1.0467547142857144e-05,0.8098973260425512,10.64686055432639,0.00454493126636861,0.035291082758131004
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III,16,1.9312136250000002e-05,16,5.912249375e-06,0.7580346214036402,0.30614165613086947,0.024466842211353125,0.12865710286419396,21,1.7894621428571424e-05,21,5.213907619047619e-06,0.7493284236136366,0.291367304967002,0.004599906085995708,0.035291082758131004
PWY-6270: isoprene biosynthesis I,16,3.4680794375e-06,16,5.573775562499999e-06,0.22855678704110025,1.6071649058067459,0.11204593437621421,0.2819220284304745,21,4.300341904761905e-07,21,5.987988095238096e-06,0.8870794492676868,13.924446539023808,0.004181251959591064,0.035291082758131004
PWY-7560: methylerythritol phosphate pathway II,16,3.0818286875e-06,16,5.18875625e-06,0.25750986922855496,1.6836614802911558,0.11204593437621421,0.2819220284304745,21,4.933800952380954e-07,21,5.7134290476190475e-06,0.9395471988374253,11.58017743877945,0.004181251959591064,0.035291082758131004
"PWY-7385: 1,3-propanediol biosynthesis (engineered)",16,2.6662868749999995e-07,16,6.649148749999999e-07,0.863056104596938,2.493785950920979,0.016427140702421354,0.10250535798310924,21,3.609500476190476e-07,21,7.216306666666666e-07,0.8045844898141908,1.999253557179987,0.004553855969420365,0.035291082758131004
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),16,5.013622000000001e-06,16,6.99661625e-06,0.15528883718320502,1.39552129179264,0.12193825612934828,0.2880687896743667,21,5.900517142857142e-07,21,7.298312857142858e-06,0.7951305503313377,12.368937637911642,0.00454493126636861,0.035291082758131004
PWY-7392: taxadiene biosynthesis (engineered),16,3.3027115e-06,16,5.0734925e-06,0.2017082719737448,1.536159758428794,0.12193825612934828,0.2880687896743667,21,3.932567619047619e-07,21,5.387255714285714e-06,0.8344000899739168,13.699079675559114,0.00454493126636861,0.035291082758131004
PWY66-398: TCA cycle III (animals),16,4.8262904375e-06,16,2.1628851875e-06,0.5334971288034338,0.44814650413379725,0.06453702191141245,0.21420798762085835,21,3.1186978095238097e-06,21,1.623030476190476e-06,0.44062644878121265,0.5204192824434936,0.004525025197298179,0.035291082758131004
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate,16,2.1823943749999997e-06,16,7.968133125e-07,0.9164098868529632,0.36510968027948665,0.022164991219296024,0.12203783400741812,21,1.3110467619047622e-06,21,5.795938095238096e-07,1.0165040704926271,0.44208477253835193,0.005465561477866723,0.03761592311237685
PWY-6891: thiazole biosynthesis II (Bacillus),16,7.625290125e-06,16,1.26809625e-06,0.9504183564940573,0.1663013772869396,0.02408116546501845,0.12806801633668902,21,2.466697904761905e-06,21,7.516647619047619e-07,0.4325772945652878,0.30472509846207346,0.005396119333771744,0.03761592311237685
PWY-6892: thiazole biosynthesis I (E. coli),16,9.89629925e-06,16,1.674556875e-06,0.9829700911030824,0.16921041216493124,0.02408116546501845,0.12806801633668902,21,3.2995925714285715e-06,21,1.04406e-06,0.4477192448872643,0.31642088451786343,0.005396119333771744,0.03761592311237685
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I,16,3.4572393125e-05,16,5.5491187499999996e-06,1.0131182238651153,0.16050722117895042,0.01565062214597878,0.09897961032862257,21,1.1920877142857143e-05,21,4.213320952380953e-06,0.4275703489567868,0.35344051464413656,0.005396119333771744,0.03761592311237685
"PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)",16,6.4811125e-08,16,1.9124454375e-07,0.9290811115410138,2.9507980882911693,0.009370437662872528,0.08274273257027062,21,6.570914285714286e-08,21,1.842510190476191e-07,1.0308907327561516,2.8040393016265046,0.005158007654517867,0.03761592311237685
PWY-6263: superpathway of menaquinol-8 biosynthesis II,16,9.143105937499999e-06,16,8.915255e-07,1.023377728184642,0.0975079481845936,0.030377297594005558,0.13163495624069074,21,9.385808000000001e-06,21,8.831221904761906e-07,0.9083925358859427,0.09409122693285335,0.005148245391725402,0.03761592311237685
PWY-6895: superpathway of thiamin diphosphate biosynthesis II,16,2.8327537500000002e-05,16,4.27949875e-06,1.00080048404075,0.15107203547078527,0.01565062214597878,0.09897961032862257,21,9.529969047619048e-06,21,3.213738095238095e-06,0.4188942962994718,0.3372244001192229,0.005396119333771744,0.03761592311237685
PWY-7592: arachidonate biosynthesis III (metazoa),16,4.29844375e-09,16,8.03779375e-09,0.17687684039813753,1.869931123328065,0.5762867983413401,0.645220625894132,21,2.620003809523809e-08,21,1.6582809523809524e-09,0.9900259352461689,0.06329307409222235,0.006590684741032721,0.042839450816712685
"PWY-7338: 10-trans-heptadecenoyl-CoA degradation (reductase-dependent, yeast)",16,5.4117e-09,16,4.62586875e-09,0.039025088535191176,0.8547903154276844,1.0,1.0,21,3.29856e-08,21,3.5244714285714284e-09,0.905458557860654,0.10684878942846056,0.006590684741032721,0.042839450816712685
"P125-PWY: superpathway of (R,R)-butanediol biosynthesis",16,9.87657675e-06,16,1.2212903999999997e-05,0.1332863344646302,1.236552330745569,0.6645923535492868,0.719975049678394,21,4.42136219047619e-06,21,1.2604810666666662e-05,0.5688336757206807,2.850888509839339,0.006348189838785704,0.042839450816712685
PWY-7337: 10-cis-heptadecenoyl-CoA degradation (yeast),16,5.4117e-09,16,4.62586875e-09,0.039025088535191176,0.8547903154276844,1.0,1.0,21,3.29856e-08,21,3.5244714285714284e-09,0.905458557860654,0.10684878942846056,0.006590684741032721,0.042839450816712685
PWY-5920: superpathway of heme biosynthesis from glycine,16,3.3542969375e-05,16,2.7429972500000002e-06,1.0055229238848131,0.08177562395666708,0.00036859779108014564,0.009583542568083785,21,8.900832857142857e-06,21,2.0194126190476183e-06,1.0068971642393942,0.22687906305611094,0.007391049619411429,0.04674339489033174
PWY-6074: zymosterol biosynthesis,16,4.51229375e-08,16,1.72124375e-08,0.2780710756603567,0.381456493163815,0.526521015696178,0.6129647645418193,21,1.6780904761904765e-07,21,2.622847619047619e-08,0.9279174079621909,0.1562995354697374,0.007301481533725407,0.04674339489033174
PWY-4984: urea cycle,16,9.642145625000001e-06,16,2.691347125e-06,1.0902207399537989,0.2791232604931747,0.0005636343230248181,0.012560993484553088,21,4.165308571428572e-06,21,2.7905388095238093e-06,0.7102997515479191,0.6699476789463261,0.009244449437170862,0.05768536448794617
DENITRIFICATION-PWY: nitrate reduction I (denitrification),16,3.5223443750000003e-06,16,3.2119149999999997e-07,0.9905965132852255,0.09118685335814161,0.013405745586103168,0.09765619203677184,21,9.236676190476191e-07,21,2.1883809523809524e-07,0.79163246618297,0.23692299126360644,0.012070369752062757,0.07432806636796539
NAD-BIOSYNTHESIS-II: NAD salvage pathway II,16,2.11625344375e-05,16,1.6666375062499998e-05,0.22213056343193505,0.7875415447862043,0.5340292284243271,0.617100441734778,21,1.0226022952380952e-05,21,1.602086666666666e-05,0.3820439283817286,1.5666761889025957,0.012356489069433325,0.07510177772071164
PWY-5022: 4-aminobutanoate degradation V,16,8.12306875e-07,16,9.20496375e-07,0.06146104299185029,1.1331879654471717,0.9114446078483506,0.9564037589081348,21,8.69995238095238e-08,21,6.253405714285714e-07,0.7874380768977391,7.18786200252875,0.012784570493117384,0.07670742295870431
"PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)",16,7.48776875e-08,16,2.85699375e-08,0.24483183423601576,0.3815547522083932,0.5762867983413401,0.645220625894132,21,9.367733333333333e-08,21,2.1767571428571426e-08,0.6441671849766657,0.23236753923294956,0.014909159116304995,0.08713314562860494
PWY0-1479: tRNA processing,16,6.1084214375e-05,16,6.284710062500001e-06,1.0047806728134905,0.10288599316212456,0.0002758527050398282,0.00860660439724264,21,1.028681238095238e-05,21,5.128921904761907e-06,0.940209698422781,0.49859195587730337,0.01526691867851625,0.08713314562860494
LACTOSECAT-PWY: lactose and galactose degradation I,16,5.177995124999999e-05,16,3.8846448125e-05,0.26725429695884895,0.7502217979589157,0.7630035309380625,0.8171296395400761,21,1.905313238095238e-05,21,3.695160142857143e-05,0.6368999879273214,1.939397716331008,0.01526691867851625,0.08713314562860494
P165-PWY: superpathway of purines degradation in plants,16,2.19010625e-08,16,4.6450375e-08,0.2206769019240819,2.120918791040389,0.5762867983413401,0.645220625894132,21,1.3349219047619045e-07,21,2.1749142857142855e-08,0.7868137575918619,0.16292445857364227,0.014909159116304995,0.08713314562860494
PWY-622: starch biosynthesis,16,2.5538475e-06,16,1.3414200000000001e-06,0.30996042645873206,0.5252545424110093,0.20792839824290188,0.3672093976516154,21,2.5929423809523807e-06,21,5.486085714285715e-07,0.787520501473295,0.21157761755857799,0.016386720754573834,0.09239741341133198
PWY-7411: superpathway of phosphatidate biosynthesis (yeast),16,2.90124375e-08,16,5.9392437500000006e-08,0.2480297977018971,2.047137111454355,0.3585537814711439,0.44867157681415865,21,1.7683771428571428e-07,21,2.9533952380952383e-08,0.8351530322059864,0.1670116157079184,0.01689459162415055,0.09349582154252946
GALACTUROCAT-PWY: D-galacturonate degradation I,16,2.79807875e-06,16,8.807488125000001e-07,0.5078980894537383,0.3147691295321835,0.168453871812562,0.32269346828802775,21,3.7792995238095234e-06,21,7.404059047619048e-07,0.68351726342186,0.195910882452518,0.016981078698963682,0.09349582154252946
PWY-5004: superpathway of L-citrulline metabolism,16,3.7526625e-07,16,7.933161875e-07,0.5835782711844238,2.1140088870235467,0.10505413704398855,0.2746666823272997,21,8.373252380952381e-07,21,3.769411904761905e-07,0.656750700949834,0.45017297141748985,0.017494593795840698,0.09520313833085403
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I,16,1.4123659374999998e-05,16,2.141671625e-06,1.037726497114564,0.15163716202267874,0.00628658689851694,0.06396192598250765,21,1.5092927142857141e-05,21,1.8897349047619047e-06,0.8482347246545365,0.12520665387669602,0.021469121662483836,0.11163943264491594
PWY-3781: aerobic respiration I (cytochrome c),16,8.79165625e-05,16,2.108184125e-05,0.9876067166626494,0.2397937390921079,0.0009745234186279726,0.019829433039908313,21,2.4664209523809523e-05,21,2.0125588095238094e-05,0.2832915373967533,0.815983503376012,0.021469121662483836,0.11163943264491594
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation,16,3.2607775625000005e-06,16,1.1652413125000002e-06,0.48372840503602516,0.3573507515203285,0.2427266556941371,0.39315913764385946,21,4.386604952380953e-06,21,1.0244469523809526e-06,0.6592437236042117,0.23353982487638994,0.021024368185366397,0.11163943264491594
PWY-6362: 1D-myo-inositol hexakisphosphate biosynthesis II (mammalian),16,3.145175e-08,16,1.092859375e-07,0.6469268181465985,3.4747172255915806,0.06732125440404846,0.21509751426765808,21,1.3472961904761904e-07,21,4.369723809523809e-08,0.7372366073042464,0.3243328260268714,0.021158160045461994,0.11163943264491594
PWY-6901: superpathway of glucose and xylose degradation,16,1.7745182625e-05,16,5.4216100624999995e-06,0.8701968986428957,0.3055257405388354,0.05573092295236664,0.19908394385773287,21,1.2358214571428573e-05,21,4.141772e-06,0.6153699822369795,0.3351432341671361,0.022067910963991914,0.11349211352910127
PWY-6313: serotonin degradation,16,3.047179375000001e-07,16,4.07921125e-07,0.38436703101231,1.3386843201509917,0.1912152883516599,0.35093629391598763,21,3.002211904761906e-07,21,4.3427247619047613e-07,0.63993192885242,1.446508407689885,0.02268786632217678,0.11541218955194275
PWY-7204: pyridoxal 5'-phosphate salvage II (plants),16,1.5488712499999998e-06,16,8.919725000000001e-07,0.5883389506826894,0.5758855037176267,0.16673844044564545,0.32269346828802775,21,1.08252e-06,21,7.497023333333331e-07,0.560623387276121,0.6925528704627473,0.02388953309289465,0.11893937752632655
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP,16,3.8024731250000003e-06,16,1.3792363125e-06,0.49131628554269385,0.3627208574945549,0.6081171657661908,0.6696443143025348,21,1.9746028571428574e-06,21,1.0818660952380951e-06,0.7961609935136368,0.5478904739373751,0.0238721455212071,0.11893937752632655
PWY-6281: L-selenocysteine biosynthesis II (archaea and eukaryotes),16,8.801925e-08,16,1.23254125e-07,0.16791715845685706,1.4003087392814642,0.2849786939715545,0.41678133993339844,21,1.9047647619047621e-07,21,5.1592476190476186e-08,0.6566428128170877,0.27086009370985936,0.024775523598708916,0.1220520530967976
