,N Control(raw),Mean Control(raw),N Case(raw),Mean Case(raw),cohen's d(raw),Fold change(raw),p-value(raw),fdr(raw),N Control(PSM),Mean Control(PSM),N Case(PSM),Mean Case(PSM),cohen's d(PSM),Fold change(PSM),p-value(PSM),fdr(PSM)
PWY-7235: superpathway of ubiquinol-6 biosynthesis (eukaryotic),40,2.4083152500000008e-06,38,7.356426315789474e-07,0.6363582086968501,0.30545944164865757,0.012128546525398845,0.035262626009029976,94,2.4899679787234042e-06,94,8.921623404255318e-07,0.6076752756218509,0.3583027364403857,0.00014167529896384743,0.0021525505100636172
PWY-5871: ubiquinol-9 biosynthesis (eukaryotic),40,2.1772860000000003e-06,38,7.063957894736841e-07,0.5875845779991502,0.3244386770840781,0.021522390809703876,0.05335287405984487,94,2.3806614893617024e-06,94,8.566927659574467e-07,0.60570377839366,0.35985492678639547,0.00014167529896384743,0.0021525505100636172
PWY66-367: ketogenesis,40,2.0869067249999992e-05,38,1.0168315789473682e-05,0.5148749517473269,0.4872434243305094,0.00028962150815784344,0.004133688798252856,94,1.2023333510638296e-05,94,1.188526127659574e-05,0.009180356688707302,0.9885163100632293,0.0001933145162166495,0.002738235720621168
PWY-5741: ethylmalonyl-CoA pathway,40,4.3333824999999994e-07,38,0.0,0.3306436957627604,0.0,0.09004426198827757,0.155351089364391,94,5.098998936170213e-07,94,0.0,0.48213618688992865,0.0,0.00019766457431235606,0.002738235720621168
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II,40,3.6207818250000006e-06,38,1.387925736842105e-06,0.6785867352973503,0.38332211216347034,0.022514727106029482,0.054662043644020025,94,3.4640878510638274e-06,94,1.613732212765957e-06,0.5856831712058812,0.465846214688342,0.00018615169858250124,0.002738235720621168
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation,40,5.389771725e-05,38,2.4904215263157892e-05,0.8568980546736732,0.4620643792322743,7.695757120982159e-05,0.00213217741410741,94,3.463973808510638e-05,94,2.7977773191489356e-05,0.3069988845436474,0.8076785431446035,0.00020982218231800878,0.0028236070820509183
NAGLIPASYN-PWY: lipid IVA biosynthesis,40,1.779405025e-05,38,6.819454210526316e-06,0.6959719539770368,0.38324350638080934,0.00016257349661438655,0.0028154229897103243,94,1.028757819148936e-05,94,7.76244670212766e-06,0.23674483611195016,0.7545455847469841,0.00021632426213541664,0.0028302424296050344
PWY-922: mevalonate pathway I,40,7.632591750000001e-06,38,3.859596578947369e-06,0.5308654552134073,0.5056731324516823,0.0033063761705775883,0.0145542352929163,94,6.6871350000000015e-06,94,4.503192340425531e-06,0.3882658271132831,0.6734113099893347,0.000287062292430756,0.003654225398240165
PWY0-1297: superpathway of purine deoxyribonucleosides degradation,40,3.411277775e-05,38,3.100332421052632e-05,0.14332961030755054,0.9088478351935536,0.9880360917238017,1.0,94,2.824009042553192e-05,94,3.534071744680852e-05,0.4111651329217099,1.251437828784603,0.0003286643668362663,0.004073708336312669
PWY-6785: hydrogen production VIII,40,1.260098725e-06,38,1.8328868421052635e-07,0.5019309654611869,0.1454558127661992,0.01573405299414143,0.04293451542035812,94,1.1083739042553195e-06,94,2.2228627659574472e-07,0.5144068149609179,0.20055170528856114,0.00036029346617249137,0.00417791390185158
PWY-6531: mannitol cycle,40,0.0,38,5.53935e-07,0.3040824539343512,inf,0.037603129165440445,0.07734093378568756,94,0.0,94,6.717935106382979e-07,0.3347372331598361,inf,0.00036368252648814176,0.00417791390185158
PWY-2201: folate transformations I,40,8.691065e-08,38,0.0,0.27190885447389523,0.0,0.17097664962791004,0.258938913102076,94,1.7909327659574468e-07,94,0.0,0.4359091956730911,0.0,0.0003627136091342306,0.00417791390185158
PWY-5028: L-histidine degradation II,40,0.00010207376474999999,38,6.763699394736842e-05,0.37920899325885915,0.6626285815265615,0.7910774766288945,0.868525621193961,94,6.810375265957449e-05,94,7.382356457446815e-05,0.08470628171593414,1.083986736288746,0.0004032220675968983,0.004521847472336645
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis,40,1.004696525e-05,38,4.021851578947368e-06,0.6032305010855826,0.40030511491491105,0.007482522401987415,0.024172024202934593,94,8.05705840425532e-06,94,4.748456170212765e-06,0.37883431929257594,0.5893535744639603,0.00045402259145904043,0.004973131176214141
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing),40,7.679255525e-05,38,3.6106934736842104e-05,0.8006706520307947,0.4701879579250243,2.513073582517703e-05,0.0016909395105226257,94,4.778635553191488e-05,94,4.1692820851063824e-05,0.17451863562683534,0.8724837955725376,0.0004983182284338001,0.005334270127098179
PWY-5177: glutaryl-CoA degradation,40,5.400961e-06,38,2.2037831578947368e-06,0.5247707730754739,0.4080353770180412,0.004930053116920375,0.01935045848391247,94,4.244348617021273e-06,94,2.6441961702127657e-06,0.2941224248399057,0.6229922206693025,0.000530638884568965,0.005433280752869185
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli),40,1.6127838250000005e-05,38,5.763020263157895e-06,0.9677111028423613,0.3573337091942804,5.471121820260559e-05,0.0021087323896827746,94,1.0519624468085107e-05,94,6.71891563829787e-06,0.47625840554191823,0.6387029935034285,0.0005302304297542073,0.005433280752869185
PWY-5534: propylene degradation,40,2.1536074999999996e-07,38,0.0,0.4196762830068294,0.0,0.048320011413601954,0.09255890720670958,94,1.9643627659574463e-07,94,0.0,0.5027568583045101,0.0,0.0006641998030232486,0.006256762144479002
PWY-5941: glycogen degradation II (eukaryotic),40,1.30483375e-06,38,0.0,0.4616316663167157,0.0,0.026079845197308542,0.06021376023496237,94,8.975862765957449e-07,94,0.0,0.43980325692618744,0.0,0.0006639513589460207,0.006256762144479002
PENTOSE-P-PWY: pentose phosphate pathway,40,4.327593325e-05,38,1.8421523947368417e-05,0.9104233802099668,0.42567594882239584,3.1710071906198646e-05,0.0018669304834774453,94,3.116727627659574e-05,94,2.1487673617021276e-05,0.46930212972570146,0.6894305882338807,0.0006434002627678606,0.006256762144479002
PWY-5838: superpathway of menaquinol-8 biosynthesis I,40,1.3697172750000002e-05,38,5.232388157894737e-06,0.6412175274708216,0.3820049767492884,0.007238008846754295,0.023839875292456455,94,1.0742949680851066e-05,94,6.1685208510638305e-06,0.4086639117131362,0.574192473605178,0.0006296308436037305,0.006256762144479002
TRNA-CHARGING-PWY: tRNA charging,40,8.9669697e-05,38,7.207101578947369e-05,0.3933572424041144,0.8037388125608775,0.19546910780314308,0.28980045679145966,94,6.567593574468082e-05,94,7.966232021276595e-05,0.42327110804842943,1.2129605662941454,0.0008554891271506766,0.00790069370368566
PWY-7204: pyridoxal 5'-phosphate salvage II (plants),40,3.9318512499999996e-06,38,8.756823684210525e-07,0.7847559277200299,0.2227150298275024,0.0019046369836950721,0.010995519045965102,94,2.5439462765957437e-06,94,1.0619977659574467e-06,0.49089720733882514,0.41746076783452757,0.0010049282421492993,0.008765207445413332
PWY-5840: superpathway of menaquinol-7 biosynthesis,40,2.8955820000000006e-05,38,1.5424339210526316e-05,0.5496878978743861,0.5326852843582504,0.01007838490275249,0.030428969802541173,94,2.5444763829787244e-05,94,1.8294120851063838e-05,0.45880899832316413,0.7189738907950715,0.0009875272937113838,0.008765207445413332
GLUTORN-PWY: L-ornithine biosynthesis,40,0.00016440663374999999,38,9.241216710526318e-05,0.6354379489185392,0.5620951235203013,0.05951467712793137,0.10864888731494447,94,9.464647978723399e-05,94,0.00010192094414893616,0.0939972117485116,1.0768593230097434,0.0009973011072018415,0.008765207445413332
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine),40,0.00018666644499999997,38,0.00010877788421052631,0.6591752509404163,0.5827393574165208,0.050659997981751546,0.09582674317030111,94,0.0001116499978723404,94,0.00012072176170212764,0.11149064293360425,1.0812518047708324,0.0010360055626081833,0.008871974908880987
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II,40,0.00011850234774999999,38,8.770313131578946e-05,0.5303661038146223,0.7400961498316767,0.031218061588411204,0.06744819728505357,94,8.05013874468085e-05,94,9.778233074468081e-05,0.39064420653120085,1.2146664032255436,0.0010863404621743464,0.009061998818087924
PWY-7400: L-arginine biosynthesis IV (archaebacteria),40,0.00018554684450000002,38,0.00010834616815789474,0.6563991886778604,0.583928918057643,0.04949005850330464,0.09399119981877614,94,0.00011120805170212768,94,0.00012023962329787233,0.11128781302035215,1.0812132885839583,0.0010966750162017232,0.009061998818087924
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle),40,0.00019407080249999995,38,0.0001128978289473684,0.6672729598817304,0.5817352610131471,0.05686262289157284,0.10461834133566722,94,0.00011662263297872341,94,0.0001251273936170213,0.10140704433589111,1.07292547270691,0.0011938623382000487,0.00966635318446547
PWY-7431: aromatic biogenic amine degradation (bacteria),40,6.5870325e-07,38,0.0,0.47261872618748746,0.0,0.026079845197308542,0.06021376023496237,94,5.11151914893617e-07,94,0.0,0.45052316662703407,0.0,0.0012108595284149952,0.00966635318446547
TCA: TCA cycle I (prokaryotic),40,0.00014067862825000005,38,8.939892105263157e-05,0.6909654632113339,0.6354833151611395,0.009762250865168187,0.029857273749962443,94,8.205834531914897e-05,94,0.00010191651702127654,0.41673426041770695,1.2420006353393225,0.0014125261513889742,0.010906554382036178
PWY66-388: fatty acid &alpha;-oxidation III,40,2.9570114e-06,38,3.376862631578947e-07,0.5260554646005173,0.11419849891613361,0.005651068395800115,0.020957899326156333,94,1.0001569042553192e-06,94,3.8024709574468085e-07,0.23489611594710993,0.38018744271709964,0.0014120046964600655,0.010906554382036178
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage,40,3.566376574999999e-05,38,1.3527797368421054e-05,1.0010927931049023,0.37931488960671683,2.4106964970247997e-05,0.0016909395105226257,94,2.2281094787234044e-05,94,1.5763925212765957e-05,0.44371076323485975,0.707502273263426,0.0015493227287888497,0.011756781762612056
PWY-6901: superpathway of glucose and xylose degradation,40,1.2510193649999999e-05,38,5.4186999999999995e-06,0.5750277228778469,0.4331427755316961,0.0008305957565104174,0.0074656701910258295,94,9.197790510638294e-06,94,6.479159893617019e-06,0.22368290566243568,0.7044256863779548,0.0015725631656997017,0.011756781762612056
PWY-7345: superpathway of anaerobic sucrose degradation,40,2.04759225e-06,38,1.3116897368421054e-06,0.13788474107305923,0.6406010458586691,0.3260781072456037,0.43141232728280715,94,3.903837021276596e-06,94,1.4971299999999998e-06,0.37526401272508847,0.3835021779445143,0.0017203133721394323,0.01227678179208595
PWY-3801: sucrose degradation II (sucrose synthase),40,2.0056582499999997e-06,38,1.3516442105263158e-06,0.12114920099059437,0.6739155140345151,0.3260781072456037,0.43141232728280715,94,3.854682553191488e-06,94,1.5430006382978726e-06,0.35628223293821076,0.40029253174696416,0.0017203133721394323,0.01227678179208595
PWY66-398: TCA cycle III (animals),40,1.9474987500000003e-06,38,1.2155605263157894e-06,0.13909264121897866,0.624164984093463,0.04134991129915086,0.08358715975064401,94,9.87865e-07,94,1.4741904255319148e-06,0.10472130679614482,1.4922994797182962,0.0017049726382926476,0.01227678179208595
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli),40,0.0002053733305,38,0.00011703696236842107,0.6854764933067696,0.5698741997487404,0.03898814296974489,0.0791526523221976,94,0.0001264775408510639,94,0.00012993787521276603,0.03852834363767632,1.0273592792713842,0.0018269973789104966,0.012843518887564834
RUMP-PWY: formaldehyde oxidation I,40,1.6505146999999997e-05,38,7.089004736842105e-06,0.617255003820404,0.42950267191453106,0.0029840579535180697,0.014160605058073624,94,1.4120867553191489e-05,94,8.352848191489362e-06,0.5830750399301184,0.5915251424903788,0.001967893150835328,0.01363055403005058
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II,40,0.0,38,2.996050263157895e-07,0.257042326136975,inf,0.07423326047464704,0.13046218538641327,94,0.0,94,3.633507765957447e-07,0.2825545881115524,inf,0.0022016454755045367,0.014813928842323383
"PWY-6307: L-tryptophan degradation X (mammalian, via tryptamine)",40,7.552542500000001e-07,38,0.0,0.4117732580970291,0.0,0.048320011413601954,0.09255890720670958,94,5.998931914893618e-07,94,0.0,0.4116088957678247,0.0,0.0022016454755045367,0.014813928842323383
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I,40,0.00022339070525,38,0.00012673338815789474,0.6891354452629427,0.5673171944019132,0.03898814296974489,0.0791526523221976,94,0.00013787626829787236,94,0.0001406806962765956,0.028450235732784532,1.0203401790122755,0.0022682887326377493,0.015047380184118027
PWY-7208: superpathway of pyrimidine nucleobases salvage,40,0.00021372102125000002,38,0.00012655232026315792,0.6770642599961076,0.5921379166306876,0.028942264733580615,0.064605718907661,94,0.00013055111914893618,94,0.00014084966989361705,0.11416699461465091,1.078885196939078,0.002350690832127411,0.015377435860166815
PWY-841: superpathway of purine nucleotides de novo biosynthesis I,40,0.00014712555150000003,38,9.758398578947371e-05,0.6889989180846858,0.663270144407742,0.012985304192371136,0.03684384502775184,94,9.59057917021277e-05,94,0.00010953980063829791,0.25581810794476656,1.1421604336317444,0.002568828266208324,0.016574220731289325
HISTSYN-PWY: L-histidine biosynthesis,40,0.00016862797625000003,38,9.390502368421055e-05,0.6902947846671905,0.5568768941696324,0.03364573254542606,0.07074616084328426,94,9.778601702127667e-05,94,0.00010501451595744679,0.09994152277398644,1.073921601026017,0.0026847011839660176,0.016820791916523033
PWY-7663: gondoate biosynthesis (anaerobic),40,0.00010696459850000001,38,7.022428421052633e-05,0.6675240412168861,0.6565189342577331,0.018561851919295002,0.04830183565739196,94,6.620833595744688e-05,94,7.939437446808514e-05,0.36279148287193674,1.1991597933999298,0.0026611513978958743,0.016820791916523033
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation,40,1.3201928749999997e-05,38,5.125422631578949e-06,0.5502699679720089,0.3882328657150911,0.00048579968787012173,0.0058201102778907225,94,7.455392872340426e-06,94,6.07534595744681e-06,0.12243421658970237,0.814892797935089,0.0027449512396928214,0.016820791916523033
PWY-6859: all-trans-farnesol biosynthesis,40,1.796603925e-05,38,7.107163421052631e-06,0.8003060302538436,0.39558877291513384,0.0002871114319738888,0.004133688798252856,94,1.300412627659575e-05,94,8.377640638297871e-06,0.4179810149027499,0.6442294130421955,0.0027498959184124702,0.016820791916523033
PWY66-201: nicotine degradation IV,40,2.1773942499999997e-07,38,3.419868421052631e-08,0.23252726840642435,0.15706243465337671,0.33321573601077326,0.4326196452750733,94,1.720547765957447e-07,94,4.147499999999999e-08,0.33384155184514913,0.24105695186509435,0.0030024543664358984,0.017900708944193777
PWY-6948: sitosterol degradation to androstenedione,40,9.6745125e-08,38,1.0219684210526315e-07,0.014497989132481301,1.0563513366204567,0.49554945819168417,0.5949920592656588,94,2.101282340425532e-07,94,1.2394085106382978e-07,0.19665310746351575,0.5898343534297749,0.0030011077299708696,0.017900708944193777
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I,40,0.00024594210750000003,38,0.00013955893631578946,0.7397635248635185,0.5674462894313023,0.021776981964276805,0.05342165888111654,94,0.00014963954787234053,94,0.00015494607957446802,0.053749513549058985,1.0354620939289028,0.0030615645001655792,0.018024960994724847
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II,40,0.0002724439325,38,0.00015265532763157893,0.743645878444822,0.5603183239603948,0.01577000247923982,0.04293451542035812,94,0.00016481357659574468,94,0.0001695577675531915,0.0412400818290058,1.0287851951000577,0.0031699024834803816,0.018207610606332438
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II,40,0.0002724439325,38,0.00015265532763157893,0.743645878444822,0.5603183239603948,0.01577000247923982,0.04293451542035812,94,0.00016481357659574468,94,0.0001695577675531915,0.0412400818290058,1.0287851951000577,0.0031699024834803816,0.018207610606332438
P441-PWY: superpathway of N-acetylneuraminate degradation,40,1.48422665e-05,38,9.185000263157893e-06,0.47594040515443314,0.6188408126991853,0.060984470173547585,0.11005243468099966,94,1.5384103723404252e-05,94,1.0728466489361706e-05,0.4324081172954061,0.6973735150420366,0.003262698406647488,0.018514830717240565
PWY-3841: folate transformations II,40,0.00018553561075,38,0.0001060573394736842,0.711752817364662,0.5716279427165666,0.03044296689182479,0.06669133677232314,94,0.00011426594638297862,94,0.00011775293829787232,0.04600449502927651,1.0305164576610302,0.0034562039881976285,0.01937942950525099
PWY-5686: UMP biosynthesis,40,0.00019522795575,38,0.00011132332368421052,0.6837890549536317,0.5702222474058278,0.032010029341030144,0.06884348776084565,94,0.00011846062829787228,94,0.00012347537234042553,0.05925346834057129,1.0423325801543408,0.003516214165322469,0.01948396319843392
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I,40,3.0528378e-05,38,1.2187988684210526e-05,0.7590539903460675,0.3992347279049849,0.00015271460872975793,0.0028154229897103243,94,1.7880916808510638e-05,94,1.4118158936170214e-05,0.24344706754079737,0.7895657189932512,0.0037253085170763614,0.020200059955295207
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III,40,9.807630875e-05,38,4.9951559999999995e-05,0.6456148904562488,0.509313213727571,0.031196712909490866,0.06744819728505357,94,4.628210829787235e-05,94,5.649446510638298e-05,0.19304579327046378,1.220654529019805,0.0038298696154555802,0.020200059955295207
PWY-7053: docosahexaenoate biosynthesis I (lower eukaryotes),40,3.90465e-09,38,0.0,0.2207214278631523,0.0,0.3426053666403447,0.4326196452750733,94,1.3292425531914894e-08,94,0.0,0.4290306439161418,0.0,0.003988546870153831,0.020200059955295207
PWY-7592: arachidonate biosynthesis III (metazoa),40,3.1264750000000002e-09,38,0.0,0.22072142786315221,0.0,0.3426053666403447,0.4326196452750733,94,1.0643319148936171e-08,94,0.0,0.42903064391614243,0.0,0.003988546870153831,0.020200059955295207
PWY-7036: very long chain fatty acid biosynthesis II,40,5.623975e-09,38,0.0,0.22072142786315221,0.0,0.3426053666403447,0.4326196452750733,94,1.9145446808510634e-08,94,0.0,0.4290306439161423,0.0,0.003988546870153831,0.020200059955295207
PWY66-374: C20 prostanoid biosynthesis,40,7.4043499999999996e-09,38,0.0,0.22072142786315221,0.0,0.3426053666403447,0.4326196452750733,94,2.5206297872340425e-08,94,0.0,0.42903064391614243,0.0,0.003988546870153831,0.020200059955295207
PWY-6281: L-selenocysteine biosynthesis II (archaea and eukaryotes),40,1.7536225e-08,38,0.0,0.22072142786315224,0.0,0.3426053666403447,0.4326196452750733,94,5.969778723404255e-08,94,0.0,0.42903064391614165,0.0,0.003988546870153831,0.020200059955295207
PWY-5328: superpathway of L-methionine salvage and degradation,40,2.4049475e-08,38,0.0,0.22072142786315221,0.0,0.3426053666403447,0.4326196452750733,94,8.187055319148933e-08,94,0.0,0.42903064391614165,0.0,0.003988546870153831,0.020200059955295207
